Location,id,emissions
Europe,2004,302.83835429478995
Europe,2005,307.71808872716304
Europe,2006,304.82390720140745
Europe,2007,296.08438980642256
Europe,2008,298.302993168774
Europe,2009,303.8047211526789
Europe,2010,304.9701074306793
Europe,2011,303.9745288557386
Europe,2012,304.9356163397529
Europe,2013,298.1609677468958
Europe,2014,294.73843111929847
Europe,2015,296.9488016435746
